onet_code,occupation_title,annual_10th,annual_25th,annual_median,annual_75th,annual_90th,data_source,data_year,bls_link
47-5011.00,"Derrick Operators, Oil and Gas",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475011.htm
47-5012.00,"Rotary Drill Operators, Oil and Gas",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475012.htm
47-5013.00,"Service Unit Operators, Oil and Gas",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475013.htm
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475022.htm
47-5023.00,"Earth Drillers, Except Oil and Gas",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475023.htm
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475032.htm
47-5041.00,"Continuous Mining Machine Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475041.htm
47-5043.00,"Roof Bolters, Mining",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475043.htm
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475044.htm
47-5049.00,"Underground Mining Machine Operators, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475049.htm
47-5051.00,"Rock Splitters, Quarry",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475051.htm
47-5071.00,"Roustabouts, Oil and Gas",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475071.htm
47-5081.00,"Helpers--Extraction Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475081.htm
47-5099.00,"Extraction Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes475099.htm
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes491011.htm
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492011.htm
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492021.htm
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492022.htm
49-2091.00,"Avionics Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492091.htm
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492092.htm
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492093.htm
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492094.htm
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492095.htm
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492096.htm
49-2097.00,"Audiovisual Equipment Installers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492097.htm
49-2098.00,"Security and Fire Alarm Systems Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes492098.htm
49-3011.00,"Aircraft Mechanics and Service Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493011.htm
49-3021.00,"Automotive Body and Related Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493021.htm
49-3022.00,"Automotive Glass Installers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493022.htm
49-3023.00,"Automotive Service Technicians and Mechanics",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493023.htm
49-3031.00,"Bus and Truck Mechanics and Diesel Engine Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493031.htm
49-3041.00,"Farm Equipment Mechanics and Service Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493041.htm
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493042.htm
49-3043.00,"Rail Car Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493043.htm
49-3051.00,"Motorboat Mechanics and Service Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493051.htm
49-3052.00,"Motorcycle Mechanics",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493052.htm
49-3053.00,"Outdoor Power Equipment and Other Small Engine Mechanics",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493053.htm
49-3091.00,"Bicycle Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493091.htm
49-3092.00,"Recreational Vehicle Service Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493092.htm
49-3093.00,"Tire Repairers and Changers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes493093.htm
49-9011.00,"Mechanical Door Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499011.htm
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499012.htm
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499021.htm
49-9031.00,"Home Appliance Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499031.htm
49-9041.00,"Industrial Machinery Mechanics",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499041.htm
49-9043.00,"Maintenance Workers, Machinery",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499043.htm
49-9044.00,"Millwrights",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499044.htm
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499045.htm
49-9051.00,"Electrical Power-Line Installers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499051.htm
49-9052.00,"Telecommunications Line Installers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499052.htm
49-9061.00,"Camera and Photographic Equipment Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499061.htm
49-9062.00,"Medical Equipment Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499062.htm
49-9063.00,"Musical Instrument Repairers and Tuners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499063.htm
49-9064.00,"Watch and Clock Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499064.htm
49-9069.00,"Precision Instrument and Equipment Repairers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499069.htm
49-9071.00,"Maintenance and Repair Workers, General",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499071.htm
49-9081.00,"Wind Turbine Service Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499081.htm
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499091.htm
49-9092.00,"Commercial Divers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499092.htm
49-9094.00,"Locksmiths and Safe Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499094.htm
49-9095.00,"Manufactured Building and Mobile Home Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499095.htm
49-9096.00,"Riggers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499096.htm
49-9097.00,"Signal and Track Switch Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499097.htm
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499098.htm
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes499099.htm
51-1011.00,"First-Line Supervisors of Production and Operating Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes511011.htm
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512011.htm
51-2021.00,"Coil Winders, Tapers, and Finishers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512021.htm
51-2022.00,"Electrical and Electronic Equipment Assemblers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512022.htm
51-2023.00,"Electromechanical Equipment Assemblers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512023.htm
51-2031.00,"Engine and Other Machine Assemblers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512031.htm
51-2041.00,"Structural Metal Fabricators and Fitters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512041.htm
51-2051.00,"Fiberglass Laminators and Fabricators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512051.htm
51-2061.00,"Timing Device Assemblers and Adjusters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512061.htm
51-2092.00,"Team Assemblers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512092.htm
51-2099.00,"Assemblers and Fabricators, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes512099.htm
51-3011.00,"Bakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513011.htm
51-3021.00,"Butchers and Meat Cutters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513021.htm
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513022.htm
51-3023.00,"Slaughterers and Meat Packers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513023.htm
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513091.htm
51-3092.00,"Food Batchmakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513092.htm
51-3093.00,"Food Cooking Machine Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513093.htm
51-3099.00,"Food Processing Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes513099.htm
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514021.htm
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514022.htm
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514023.htm
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514031.htm
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514032.htm
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514033.htm
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514034.htm
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514035.htm
51-4041.00,"Machinists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514041.htm
51-4051.00,"Metal-Refining Furnace Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514051.htm
51-4052.00,"Pourers and Casters, Metal",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514052.htm
51-4061.00,"Model Makers, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514061.htm
51-4062.00,"Patternmakers, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514062.htm
51-4071.00,"Foundry Mold and Coremakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514071.htm
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514072.htm
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514081.htm
51-4111.00,"Tool and Die Makers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514111.htm
51-4121.00,"Welders, Cutters, Solderers, and Brazers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514121.htm
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514122.htm
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514191.htm
51-4192.00,"Layout Workers, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514192.htm
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514193.htm
51-4194.00,"Tool Grinders, Filers, and Sharpeners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514194.htm
51-4199.00,"Metal Workers and Plastic Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes514199.htm
51-5111.00,"Prepress Technicians and Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes515111.htm
51-5112.00,"Printing Press Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes515112.htm
51-5113.00,"Print Binding and Finishing Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes515113.htm
51-6011.00,"Laundry and Dry-Cleaning Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516011.htm
51-6021.00,"Pressers, Textile, Garment, and Related Materials",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516021.htm
51-6031.00,"Sewing Machine Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516031.htm
51-6041.00,"Shoe and Leather Workers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516041.htm
51-6042.00,"Shoe Machine Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516042.htm
51-6051.00,"Sewers, Hand",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516051.htm
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516052.htm
51-6061.00,"Textile Bleaching and Dyeing Machine Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516061.htm
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516062.htm
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516063.htm
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516064.htm
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516091.htm
51-6092.00,"Fabric and Apparel Patternmakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516092.htm
51-6093.00,"Upholsterers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516093.htm
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes516099.htm
51-7011.00,"Cabinetmakers and Bench Carpenters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517011.htm
51-7021.00,"Furniture Finishers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517021.htm
51-7031.00,"Model Makers, Wood",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517031.htm
51-7032.00,"Patternmakers, Wood",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517032.htm
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517041.htm
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517042.htm
51-7099.00,"Woodworkers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes517099.htm
51-8011.00,"Nuclear Power Reactor Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518011.htm
51-8012.00,"Power Distributors and Dispatchers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518012.htm
51-8013.00,"Power Plant Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518013.htm
51-8021.00,"Stationary Engineers and Boiler Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518021.htm
51-8031.00,"Water and Wastewater Treatment Plant and System Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518031.htm
51-8091.00,"Chemical Plant and System Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518091.htm
51-8092.00,"Gas Plant Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518092.htm
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518093.htm
51-8099.00,"Plant and System Operators, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes518099.htm
51-9011.00,"Chemical Equipment Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519011.htm
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519012.htm
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519021.htm
51-9022.00,"Grinding and Polishing Workers, Hand",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519022.htm
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519023.htm
51-9031.00,"Cutters and Trimmers, Hand",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519031.htm
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519032.htm
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519041.htm
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519051.htm
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519061.htm
51-9071.00,"Jewelers and Precious Stone and Metal Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519071.htm
51-9081.00,"Dental Laboratory Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519081.htm
51-9082.00,"Medical Appliance Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519082.htm
51-9083.00,"Ophthalmic Laboratory Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519083.htm
51-9111.00,"Packaging and Filling Machine Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519111.htm
51-9123.00,"Painting, Coating, and Decorating Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519123.htm
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519124.htm
51-9141.00,"Semiconductor Processing Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519141.htm
51-9151.00,"Photographic Process Workers and Processing Machine Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519151.htm
51-9161.00,"Computer Numerically Controlled Tool Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519161.htm
51-9162.00,"Computer Numerically Controlled Tool Programmers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519162.htm
51-9191.00,"Adhesive Bonding Machine Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519191.htm
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519192.htm
51-9193.00,"Cooling and Freezing Equipment Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519193.htm
51-9194.00,"Etchers and Engravers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519194.htm
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519195.htm
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519196.htm
51-9197.00,"Tire Builders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519197.htm
51-9198.00,"Helpers--Production Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519198.htm
51-9199.00,"Production Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes519199.htm
53-1041.00,"Aircraft Cargo Handling Supervisors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes531041.htm
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes531042.htm
53-1043.00,"First-Line Supervisors of Material-Moving Machine and Vehicle Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes531043.htm
53-1044.00,"First-Line Supervisors of Passenger Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes531044.htm
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes531049.htm
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes532011.htm
53-2012.00,"Commercial Pilots",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes532012.htm
53-2021.00,"Air Traffic Controllers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes532021.htm
53-2022.00,"Airfield Operations Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes532022.htm
53-2031.00,"Flight Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes532031.htm
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533011.htm
53-3031.00,"Driver/Sales Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533031.htm
53-3032.00,"Heavy and Tractor-Trailer Truck Drivers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533032.htm
53-3033.00,"Light Truck Drivers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533033.htm
53-3051.00,"Bus Drivers, School",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533051.htm
53-3052.00,"Bus Drivers, Transit and Intercity",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533052.htm
53-3053.00,"Shuttle Drivers and Chauffeurs",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533053.htm
53-3054.00,"Taxi Drivers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533054.htm
53-3099.00,"Motor Vehicle Operators, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes533099.htm
53-4011.00,"Locomotive Engineers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes534011.htm
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes534013.htm
