onet_code,occupation_title,annual_10th,annual_25th,annual_median,annual_75th,annual_90th,data_source,data_year,bls_link
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251041.htm
25-1042.00,"Biological Science Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251042.htm
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251043.htm
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251051.htm
25-1052.00,"Chemistry Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251052.htm
25-1053.00,"Environmental Science Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251053.htm
25-1054.00,"Physics Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251054.htm
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251061.htm
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251062.htm
25-1063.00,"Economics Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251063.htm
25-1064.00,"Geography Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251064.htm
25-1065.00,"Political Science Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251065.htm
25-1066.00,"Psychology Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251066.htm
25-1067.00,"Sociology Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251067.htm
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251069.htm
25-1071.00,"Health Specialties Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251071.htm
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251072.htm
25-1081.00,"Education Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251081.htm
25-1082.00,"Library Science Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251082.htm
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251111.htm
25-1112.00,"Law Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251112.htm
25-1113.00,"Social Work Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251113.htm
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251121.htm
25-1122.00,"Communications Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251122.htm
25-1123.00,"English Language and Literature Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251123.htm
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251124.htm
25-1125.00,"History Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251125.htm
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251126.htm
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251192.htm
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251193.htm
25-1194.00,"Career/Technical Education Teachers, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251194.htm
25-1199.00,"Postsecondary Teachers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes251199.htm
25-2011.00,"Preschool Teachers, Except Special Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252011.htm
25-2012.00,"Kindergarten Teachers, Except Special Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252012.htm
25-2021.00,"Elementary School Teachers, Except Special Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252021.htm
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252022.htm
25-2023.00,"Career/Technical Education Teachers, Middle School",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252023.htm
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252031.htm
25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252032.htm
25-2051.00,"Special Education Teachers, Preschool",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252051.htm
25-2055.00,"Special Education Teachers, Kindergarten",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252055.htm
25-2056.00,"Special Education Teachers, Elementary School",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252056.htm
25-2057.00,"Special Education Teachers, Middle School",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252057.htm
25-2058.00,"Special Education Teachers, Secondary School",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252058.htm
25-2059.00,"Special Education Teachers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes252059.htm
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes253011.htm
25-3021.00,"Self-Enrichment Teachers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes253021.htm
25-3031.00,"Substitute Teachers, Short-Term",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes253031.htm
25-3041.00,"Tutors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes253041.htm
25-3099.00,"Teachers and Instructors, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes253099.htm
25-4011.00,"Archivists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes254011.htm
25-4012.00,"Curators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes254012.htm
25-4013.00,"Museum Technicians and Conservators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes254013.htm
25-4022.00,"Librarians and Media Collections Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes254022.htm
25-4031.00,"Library Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes254031.htm
25-9021.00,"Farm and Home Management Educators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259021.htm
25-9031.00,"Instructional Coordinators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259031.htm
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259042.htm
25-9043.00,"Teaching Assistants, Special Education",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259043.htm
25-9044.00,"Teaching Assistants, Postsecondary",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259044.htm
25-9049.00,"Teaching Assistants, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259049.htm
25-9099.00,"Educational Instruction and Library Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes259099.htm
27-1011.00,"Art Directors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271011.htm
27-1012.00,"Craft Artists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271012.htm
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271013.htm
27-1014.00,"Special Effects Artists and Animators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271014.htm
27-1019.00,"Artists and Related Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271019.htm
27-1021.00,"Commercial and Industrial Designers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271021.htm
27-1022.00,"Fashion Designers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271022.htm
27-1023.00,"Floral Designers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271023.htm
27-1024.00,"Graphic Designers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271024.htm
27-1025.00,"Interior Designers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271025.htm
27-1026.00,"Merchandise Displayers and Window Trimmers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271026.htm
27-1027.00,"Set and Exhibit Designers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271027.htm
27-1029.00,"Designers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes271029.htm
27-2011.00,"Actors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272011.htm
27-2012.00,"Producers and Directors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272012.htm
27-2021.00,"Athletes and Sports Competitors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272021.htm
27-2022.00,"Coaches and Scouts",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272022.htm
27-2023.00,"Umpires, Referees, and Other Sports Officials",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272023.htm
27-2031.00,"Dancers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272031.htm
27-2032.00,"Choreographers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272032.htm
27-2041.00,"Music Directors and Composers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272041.htm
27-2042.00,"Musicians and Singers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272042.htm
27-2091.00,"Disc Jockeys, Except Radio",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272091.htm
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes272099.htm
27-3011.00,"Broadcast Announcers and Radio Disc Jockeys",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273011.htm
27-3023.00,"News Analysts, Reporters, and Journalists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273023.htm
27-3031.00,"Public Relations Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273031.htm
27-3041.00,"Editors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273041.htm
27-3042.00,"Technical Writers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273042.htm
27-3043.00,"Writers and Authors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273043.htm
27-3091.00,"Interpreters and Translators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273091.htm
27-3092.00,"Court Reporters and Simultaneous Captioners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273092.htm
27-3099.00,"Media and Communication Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes273099.htm
27-4011.00,"Audio and Video Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274011.htm
27-4012.00,"Broadcast Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274012.htm
27-4014.00,"Sound Engineering Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274014.htm
27-4015.00,"Lighting Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274015.htm
27-4021.00,"Photographers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274021.htm
27-4031.00,"Camera Operators, Television, Video, and Film",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274031.htm
27-4032.00,"Film and Video Editors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274032.htm
27-4099.00,"Media and Communication Equipment Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes274099.htm
29-1011.00,"Chiropractors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291011.htm
29-1021.00,"Dentists, General",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291021.htm
29-1022.00,"Oral and Maxillofacial Surgeons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291022.htm
29-1023.00,"Orthodontists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291023.htm
29-1024.00,"Prosthodontists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291024.htm
29-1029.00,"Dentists, All Other Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291029.htm
29-1031.00,"Dietitians and Nutritionists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291031.htm
29-1041.00,"Optometrists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291041.htm
29-1051.00,"Pharmacists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291051.htm
29-1071.00,"Physician Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291071.htm
29-1081.00,"Podiatrists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291081.htm
29-1122.00,"Occupational Therapists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291122.htm
29-1123.00,"Physical Therapists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291123.htm
29-1124.00,"Radiation Therapists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291124.htm
29-1125.00,"Recreational Therapists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291125.htm
29-1126.00,"Respiratory Therapists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291126.htm
29-1127.00,"Speech-Language Pathologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291127.htm
29-1128.00,"Exercise Physiologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291128.htm
29-1129.00,"Therapists, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291129.htm
29-1131.00,"Veterinarians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291131.htm
29-1141.00,"Registered Nurses",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291141.htm
29-1151.00,"Nurse Anesthetists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291151.htm
29-1161.00,"Nurse Midwives",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291161.htm
29-1171.00,"Nurse Practitioners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291171.htm
29-1181.00,"Audiologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291181.htm
29-1211.00,"Anesthesiologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291211.htm
29-1212.00,"Cardiologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291212.htm
29-1213.00,"Dermatologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291213.htm
29-1214.00,"Emergency Medicine Physicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291214.htm
29-1215.00,"Family Medicine Physicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291215.htm
29-1216.00,"General Internal Medicine Physicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291216.htm
29-1217.00,"Neurologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291217.htm
29-1218.00,"Obstetricians and Gynecologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291218.htm
29-1221.00,"Pediatricians, General",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291221.htm
29-1222.00,"Physicians, Pathologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291222.htm
29-1223.00,"Psychiatrists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291223.htm
29-1224.00,"Radiologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291224.htm
29-1229.00,"Physicians, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291229.htm
29-1241.00,"Ophthalmologists, Except Pediatric",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291241.htm
29-1242.00,"Orthopedic Surgeons, Except Pediatric",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291242.htm
29-1243.00,"Pediatric Surgeons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291243.htm
29-1249.00,"Surgeons, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291249.htm
29-1291.00,"Acupuncturists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291291.htm
29-1292.00,"Dental Hygienists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291292.htm
29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes291299.htm
29-2011.00,"Medical and Clinical Laboratory Technologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292011.htm
29-2012.00,"Medical and Clinical Laboratory Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292012.htm
29-2031.00,"Cardiovascular Technologists and Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292031.htm
29-2032.00,"Diagnostic Medical Sonographers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292032.htm
29-2033.00,"Nuclear Medicine Technologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292033.htm
29-2034.00,"Radiologic Technologists and Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292034.htm
29-2035.00,"Magnetic Resonance Imaging Technologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292035.htm
29-2036.00,"Medical Dosimetrists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292036.htm
29-2042.00,"Emergency Medical Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292042.htm
29-2043.00,"Paramedics",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292043.htm
29-2051.00,"Dietetic Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292051.htm
29-2052.00,"Pharmacy Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292052.htm
29-2053.00,"Psychiatric Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292053.htm
29-2055.00,"Surgical Technologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292055.htm
29-2056.00,"Veterinary Technologists and Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292056.htm
29-2057.00,"Ophthalmic Medical Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292057.htm
29-2061.00,"Licensed Practical and Licensed Vocational Nurses",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292061.htm
29-2072.00,"Medical Records Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292072.htm
29-2081.00,"Opticians, Dispensing",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292081.htm
29-2091.00,"Orthotists and Prosthetists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292091.htm
29-2092.00,"Hearing Aid Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292092.htm
29-2099.00,"Health Technologists and Technicians, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes292099.htm
29-9021.00,"Health Information Technologists and Medical Registrars",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes299021.htm
29-9091.00,"Athletic Trainers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes299091.htm
29-9092.00,"Genetic Counselors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes299092.htm
29-9093.00,"Surgical Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes299093.htm
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes299099.htm
31-1121.00,"Home Health Aides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes311121.htm
31-1122.00,"Personal Care Aides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes311122.htm
31-1131.00,"Nursing Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes311131.htm
31-1132.00,"Orderlies",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes311132.htm
31-1133.00,"Psychiatric Aides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes311133.htm
31-2011.00,"Occupational Therapy Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes312011.htm
31-2012.00,"Occupational Therapy Aides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes312012.htm
31-2021.00,"Physical Therapist Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes312021.htm
31-2022.00,"Physical Therapist Aides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes312022.htm
31-9011.00,"Massage Therapists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319011.htm
31-9091.00,"Dental Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319091.htm
31-9092.00,"Medical Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319092.htm
31-9093.00,"Medical Equipment Preparers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319093.htm
31-9094.00,"Medical Transcriptionists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319094.htm
31-9095.00,"Pharmacy Aides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319095.htm
31-9096.00,"Veterinary Assistants and Laboratory Animal Caretakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319096.htm
31-9097.00,"Phlebotomists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319097.htm
31-9099.00,"Healthcare Support Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes319099.htm
33-1011.00,"First-Line Supervisors of Correctional Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes331011.htm
33-1012.00,"First-Line Supervisors of Police and Detectives",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes331012.htm
33-1021.00,"First-Line Supervisors of Firefighting and Prevention Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes331021.htm
33-1091.00,"First-Line Supervisors of Security Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes331091.htm
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes331099.htm
33-2011.00,"Firefighters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes332011.htm
33-2021.00,"Fire Inspectors and Investigators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes332021.htm
33-2022.00,"Forest Fire Inspectors and Prevention Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes332022.htm
33-3011.00,"Bailiffs",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333011.htm
33-3012.00,"Correctional Officers and Jailers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333012.htm
33-3021.00,"Detectives and Criminal Investigators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333021.htm
33-3031.00,"Fish and Game Wardens",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333031.htm
33-3041.00,"Parking Enforcement Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333041.htm
33-3051.00,"Police and Sheriff's Patrol Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333051.htm
33-3052.00,"Transit and Railroad Police",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes333052.htm
33-9011.00,"Animal Control Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339011.htm
33-9021.00,"Private Detectives and Investigators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339021.htm
